act_s,count,act
"U/Sec.498-A, 304-B, 34 IPC and 3 and 4 Dowry Prohibition Act.",1,21970
"U/sec.504, 323, 324, 427, 506 r/w 34 of IPC and Sec.3(1)(r), 3(2)(va) of SC/ST of POA Act",1,24338
"u/sec.504, 506 of IPC and Sec. 3(1)(r), 3(1)(s) of SC and ST POA Act 2015",1,29427
"U/Sec.506, 366, 343 of IPC and Sec. 12 of POCSO Act.",2,21972
"u/Sec.506,143, 144, 504, 324, 114, 354, 323 r/w 149 of IPC and Sec.3(1)(r)(s)w(1) of SC/ST (POA) Act",1,28525
"u/sec.86,87 of Karnataka Forest Act and u/sec.379 of IPC",1,29439
"Under Order 43 rule 1 r/oSection 104 I.P.C",4,25471
"Under Sec 143  147  504  506  read with sec 149 of IPC and Sec 3 and 4 of Explosive Substances Act",1,25793
"Under Sec 24(e), 84, 86, 87, 62, 71A, 71(G) r/w KFR of 1969 Rule 144, 145 IPC Sec. 379",1,25834
"Under Sec 302 120 Cl B read with Sec 34 of IPC and sec 3 Cl 1 2 5 of SC ST PA Act 1989",1,25852
"Under Sec 376  417 read with Sec 34 of IPC and Sec 3 Cl 1 10 12 of SC ST PA Act 1989",1,25859
"Under Sec 4 5 AND 6 PRIZE CHITS AND MONEY CIRCULATION SCHEME BANNING ACT 1978 AND 420 RW 34 IPC",1,25861
"Under sec 78 clause 3  of K P Act and sec 420 readwith 34 IPC",1,27013
"Under Sec. 341, 354,(B),354(D), of IPC  and Sec. 12 of POCSO Act",1,25996
"Under Sec. 343,376,(2)(f)(n) IPC , sec. 4 of POCSO ACt 2012 and sec. 9,10 of PCM Act -2006",1,25997
"Under Sec. 354(a)354(d),506,507 r/w 34 of IPC 1860 and section 8, 12 of POCSO Act 2012",1,25998
"Under Sec. 366 of IPC and Sec. 4 of POCSO Act",1,25999
"Under Sec. 450,376(2)(n),506 of IPC and Sec. 3,4,5(L), 6, 13, of POCSO",1,26011
"Under Sec. 504, 509 of IPC and Sec. 11 of POCSO Act 2012",1,26013
"under Sec.341, 504, 355, 323, 506 r/w 34 of IPC and Sec. 3(1)(r)(s)(2)(va) of SC and ST (POA) Act",2,29480
"under Sec.366(A), 376(2)(n) of IPC and Sec. 6, 17 of POCSO Act and Sec. 9, 11 of PCM Act.",1,29481
"Under section  379 IPC and 4 class 1  A 21 MMRD act",163,27049
"Under Section  379 IPC MMRD act 1957 under section 2, 4 and  KMMCR",57,26084
"Under Section  498 A IPC,302,304 B of IPC 3 and 4 of DP Act",1,26085
"Under section 12(c) Passport Act 1967 u/s  14(a)(b) Forgine act 1946 u/s 511,201,420 IPC 1860",1,27065
"Under section 134 (A & B), 187 of Indian motor vehicles Act 1988 and section 279, 304 of IPC 1860.",1,27082
"Under section 143 147 148 332 353 504 506 R W 149 IPC and 2A KPOD and LOP Section 1981",1,27088
"Under section 143 147 323 324 341 504 506 Sub section 149 IPC",3,27089
"Under section 279 304 A IPC and 134 B and 3 Subsection 181 and 146 R W 196 M V Act",8,27125
"Under section 279 304 A IPC RW 187 IMV Act",3,27124
"Under section 279 337 338 304 A IPC and 134 A B under section 187 and 66 A subsection192A M V Act",9,27126
"Under Section 279 337 IPC Rw 187 IMV Act",1,26441
"Under section 279 338 304 A IPC and 134 A B sub section 187and3subsection181and146subsection196MVAct",6,27128
"Under Section 279 338 IPC And 141 Rw186 of IMV act",1,26442
"Under Section 279,337 Motor Vehicles Act 1988 U/s 134  B,14 1301 IPC 1860 U/s 338",5,26445
"Under section 279,337,338 IPC Red With 134 B IMV Act",4,27129
"Under section 285 ECA 1955 U/s 3 ,7 IPC 1860 LPGS and CO 2000 u/s 4  of IPC",1,27132
"Under section 3, 4, 5, 6, 7 of Immoral Traffic Prevention Act 1956 and sec. 370 of IPC 1860",1,27134
"Under section 323 504 498 A 307 sub section 34 IPC and 3 R W 7",2,27138
"Under section 354(A) 354(B) IPC and Section 8,9(m),10,18 of Posco act",2,27140
"Under section 366(A), 354(D), 354(A), 504, 506, 114 R/w 149 of IPC and Section 10, 12 of POCSO Act.",1,27142
"under section 366(A), 376(2),114 r/w 34 of IPC and sec.04 POCSO",1,29760
"Under Section 366,376(2)(n) of IPC and section 4,6 of POCSO Act",1,26502
"under section 366,376(2)(n) of IPC and section 6 of POCSO Act and section 9 of PCM Act",4,29761
"under section 367(2) (F) (I) (N) of IPC and 6 of POCSO Act",2,29762
"under section 376 (2) (N) of IPC and sec.4,6, of POCSO",1,29768
"under section 376(2)(n), 417,323,506 of IPC and section 6 of POCSO Act",1,29769
"Under Section 379 IPC MMRD Act,",43,26515
"Under section 379 of IPC Rw 127 clas A of KF rules and 104 A KF Act",12,27148
"Under Section 417,376 IPC and Under Section 3(1)(10)(11) of SC ST Atrocity act 1989",1,26527
"Under Section 420 redwith 34 of IPC",8,26529
"Under Section 44(1) KMMC Act MMRC Act Under Section 21,379 IPC",1,26530
"Under Section 465.471.484.406.420 R.W 34 IPC and Sec. 41,1A,21,1,23,1,2 MMDR.Act 1957",1,26536
"Under Section 498 A ,304 B R/W 34 IPC under 3 and 4 of Dowry Prohibition Act",2,26537
"Under Section 498A,306,304Bof IPC and under Section 4 of DP Act",2,26538
"Under Section 504 506 114 324 red with 34 IPC",2,26546
"Under Section.376(2)(f),376(2)(I),376(2)(n) of IPC and sec.6 of POCSO",2,26682
"Under Section279, 337 of IPC",34,26684
"Under Sections 24(e), 84, 86, 87 and Rules 144, 145 of K.F. Act and Sec.379 IPC",1,26697
"Under Sections 24(e), 84,86, 87, 62, 71(A, 71(g) Rule 144, 145 and 379 IPC",1,26698
"Under Sections 279 337 338 IPC",18,26699
"Under Sections 279, 337 IPC and 187 M.V. Act",2,26701
"Under Sections 279, 337 IPC",7,26700
"Under Sections 279, 337 of I.P.C and 196, 3 R/w. 181 M. V. Act.",1,26702
"Under Sections 279, 337, 338 IPC and 187 MV Act",5,26704
"Under Sections 279, 337, 338 of IPC and 3 R/w. 181 Act",10,26705
"Under Sections 279, 337, 338, 304(A) I.M.V. Act - 1988, U/s. 187 IPC",1,26706
"Under Sections 279, 337, 338, 304(A) IPC  and R/w. 3, 181  and 196 of M.V. Act.",1,26707
"Under Sections 279, 337, 338, 304(A) of IPC",1,26708
"Under Sections 279, 337, 338, 304A IPC",4,26709
"Under Sections 279, 337, 427 IPC and 3 R/w. 181 M.V. Act",1,26710
"Under Sections 279, 338 of I.P.C. and 196 of M.V. Act",2,26712
"Under Sections 279, 338 of I.P.C.",14,26711
"Under Sections 287, 338 IPC",1,26713
"Under Sections 302, 201, 34 IPC",2,26715
"Under SEctions 302, 498(A), 506 IPC",1,25724
"Under Sections 307, 504, 506 IPC",3,26716
"Under Sections 323, 324, 341, 504, 34 of I.P.C.",3,26717
"Under Sections 323, 325, 504 IPC",1,26718
"Under Sections 323, 504, 506 IPC",2,26719
"Under Sections 324 504 506 IPC",4,26720
"Under Sections 325, 504 I.P.C.",1,26721
"Under Sections 34, 504, 324 IPC",4,26722
"Under Sections 341 354(D) 504 506 427 IPC",1,26723
"Under Sections 341, 323, 324, 504, 506 IPC",1,26724
"Under Sections 341, 323, 504, 506 IPC",3,26725
"Under Sections 341, 323, 504, 506, 355 of IPC",1,26726
"Under Sections 341, 504, 506 IPC",5,26727
"Under Sections 354(B), 427, 504, 341, 506 of IPC 1860",1,26728
"Under Sections 380, 457 IPC",8,26730
"Under Sections 427, 504, 506 IPC",1,26731
"Under Sections 427, 506, 447, 504 IPC",1,26732
"Under Sections 447 354 B 504 and 506 part II of IPC",1,26733
"Under Sections 447, 324, 504, 504, 34 of IPC",1,26734
"Under Sections 448, 323, 427, 504, 506 IPC",1,26735
"Under Sections 506 341 323 324 504 of IPC",1,26736
"Under Sections 506 504 143 148 149 147 323 324 307 IPC",3,26737
"Under Sections 506 504 323 324  of IPC",5,26738
"Under Sections 506, 34, 504, 355, 448, 323, 324 of IPC",1,26739
"Under Sections 506, 341, 323, 34 504 IPC",1,26740
"Under Sections 506, 341, 323, 34, 504, 188 IPC",1,26741
"Under Sections 506, 341, 323, 504 IPC",3,26742
"Under Sections 506, 341, 504 of IPC",3,26743
"Under Setions 498-A, 324, 504 IPC",1,26748
"us 200 of Cr P C and IPC",7,29807
"Usec. 341,354(A)(2),354(D),323,504,506 of IPC, 12 of POCSO Act",1,27273
